,answer
291912,overcast
211591,no
293236,0
153573,no
62559,one way
57895,no
211540,no
195928,2
349002,white
152871,gray
187920,yes
48444,5
87599,yes
355635,no
358101,sunny
10047,21
52073,1
126803,yellow
263619,yes
178316,seagull
328825,no
227024,yes
97519,standing
239276,jump
174746,yes
66771,engine
266629,red and white
220970,chicken
103211,brown
95623,2
252987,no
92534,red
70542,suitcase
334374,no
64367,no
280869,no
28776,black
313114,overcast
262677,yes
370198,no
45110,no
129335,no
188151,yes
82667,no
122194,no
98983,yes
130030,surfboard
188096,yes
314664,0
361743,1
382534,no
161630,no
26965,no
341574,africa
219832,yes
53467,yes
48526,living room
323960,2
141346,yes
84614,no
287118,yes
138703,no
2728,broccoli
56682,no
289606,white
103813,yes
325402,yes
279708,yes
3135,no
375130,right
257046,no
364072,no
229477,2
146031,black
233403,truck
84732,yes
339832,no
131135,nothing
248167,yellow and black
60539,car
199212,white
90640,yes
256738,yes
12688,2
375653,no
144909,baseball
103528,happy
288343,3
171162,1
384463,yes
242788,wine
45580,yes
48966,no
218247,yes
252020,parking meter
287076,no
88383,no
44522,no
281956,yes
166852,no
94265,red
350451,yes
76899,yes
269719,no
280278,yes
79369,nothing
176221,food
38438,pizza
170947,yes
253390,black
366831,no
267466,nike
387633,1
48993,winter
172832,yes
379184,no
211213,3
242608,5
17060,yes
34337,1
87165,no
373448,no
84533,bed
371244,no
85925,no
255693,yes
297372,yes
52232,no
160622,yes
340776,no
132278,cat
324356,10
27844,dessert
289653,yes
6044,traveling
275634,no
313179,pizza
76925,towels
99099,no
246341,hay
63327,no
38441,no
160236,beach
302418,no
320407,yes
55669,2
15494,3
70953,stone
71981,male
3417,no
95653,2
282240,birds
120542,no
167086,yes
21529,pizza
362575,horse
179348,zebras
148427,blue
228821,0
96544,yes
120184,2
284160,no
241921,1
170891,2
321265,6
184887,no
86234,12
125728,dog
31528,left
108169,green
70148,yes
120759,net
258469,yes
236381,yes
215863,downhill
209773,floor
198405,sandwiches
168501,black and white
99524,yellow
93302,spinach
271342,none
203612,no
362302,no
255423,yes
167990,yes
11414,yes
179170,playing wii
321456,tree
38779,white
40664,yes
206690,yellow
166321,no
248024,inside
30375,no
223957,vertical
152287,beanie
208115,road
351331,tv
146081,4
279891,north
370814,pizza
378540,brown
241411,yes
101483,0
48095,yes
266245,9
111972,no
265491,sleeping
12746,train
164895,1
97103,no
189638,3
254185,none
55084,dogs
284598,yes
264234,0
87597,yes
368784,white
318347,1
113094,no
247543,cars
56525,horse
80249,yes
322806,no
253199,yes
261208,no
129788,no
98975,no
140397,no
240143,no
66412,no
54780,yes
255385,1
164453,camera
332395,dell
147904,steel
146000,no
79942,no
338531,no
164575,yes
149021,clear
279509,yes
334322,3
65783,1
80456,blue
385107,no
325140,4
254047,pink
340537,yes
374574,red
152947,white
13376,no
193277,no
348606,3
130101,no
114187,1
51055,no
15788,spinach
31391,stop
178681,left
380032,no
177042,blue
276321,playing wii
30711,no
41684,2
303491,2
371960,no
36763,no
328398,blanket
217776,yes
141448,white
383158,magnets
279634,saddle
341648,2
157438,10
15438,nothing
77069,horse
322081,yes
46803,no
319019,sleeping
274487,red
193019,green
378273,7
13937,water
168347,slow
51175,cell phone
236088,baseball
384020,yes
178615,no
235987,yes
130014,yes
178217,cats
222513,0
363072,10
266542,yes
266803,no
385166,no
137006,2
255360,t
171663,box
240385,no
138654,food
223656,no
165438,yes
89452,white
170673,no
374295,2
185592,no
380703,3
30382,1
107083,no
29105,male
147784,bathroom
161313,0
345589,glove
269076,yes
84052,stuffed animal
137245,none
88830,yes
380200,yes
337722,beer
319536,1
383907,no
343521,protection
372076,checkered
293042,5
379321,no
75623,no
321874,white
110047,1
36530,giants
358753,baseball
46408,yes
97969,laying
260117,2
214798,truck
26842,yes
271253,yes
260224,wood
215139,egg
75406,no
343259,yes
162377,no
151023,no
252980,plane
99017,bridge
355203,2
217409,snowboarding
173831,kite
260205,no
281117,1
68109,bedroom
254531,3
384920,ketchup
345861,yes
182442,beach
19301,carpet
151392,brushing teeth
249937,1
52016,yes
127215,sand
261056,0
303244,yes
297356,down
245605,yes
30545,no
152975,yes
313686,black
255905,in water
365777,no
62485,yes
262353,no
73699,no
60216,wagon
59278,2
97391,black
306564,navy
308437,yes
313654,man
131777,bench
227243,carrot
115754,no
45176,2
171324,no
222316,pizza
367476,no
255716,no
346157,yes
110737,white
19005,living room
179702,10
192585,wine
218183,trees
217507,no
82536,no
143867,closed
357646,on plate
242950,1
65200,7
193607,yes
85643,apples
301423,1
65020,yellow
48886,sky
277433,park
198155,yes
114911,dirt
96608,roses
83870,yes
362287,no
291969,no
189954,no
3246,white
18231,no
314313,striped
190835,white
280153,yes
277851,no
117367,nowhere
363061,yes
242696,no
77240,no
68334,parrot
75520,yes
161333,yes
96931,red
346048,baseball
382618,yes
286632,pizza
16818,2
30796,safety
370290,yes
51862,grass
38829,1
205464,yes
283670,spoon
372861,rope
90162,yes
167182,no
263367,no
48215,sad
17021,chihuahua
126677,brown
254502,no
25118,no
15948,daytime
171848,9
41221,blue
43347,no
156371,yes
336725,truck
179807,yes
15546,red
312771,peppers
227035,no
102601,no
213446,no
67148,yes
303478,china
355899,giraffe
313897,rain
1706,red
351004,yes
215777,yes
84693,eagle
23423,skiing
201109,yes
337429,baseball
241090,left
379728,african
68125,10
184236,family
130591,brown
176361,4
359989,tennis
244886,lufthansa
247142,stone
45052,wii remote
13767,wood
172444,2
140921,2
346308,hay
85702,no
313269,green
139084,0
112892,white
252844,no
47229,yes
340642,frisbee
12008,bathroom
347877,tv
266978,2
326046,gray
126190,yes
384451,orange
49325,black
132157,yes
108407,water
8000,yes
198822,gray
370057,restaurant
26178,3
54936,yes
207101,left
258700,red
63917,yes
359704,small
38907,no
93435,tile
188387,30
301795,no
84325,helmet
313051,cone
220899,talking on phone
145713,baseball
576,yes
68460,black
108707,orange
277818,carrots
383951,yes
239883,hot dogs
68483,bananas
145256,soccer
382668,lab
66500,winter
201769,short
311322,no
111568,no
273433,yes
144512,school
71135,face
215526,salad
149865,catcher
210883,3
124365,no
293498,blue
199791,carrots
323227,playing wii
334393,no
252355,ball
70388,sitting
120127,no
219712,yes
326488,no
274582,no
200772,yes
111477,clear
272679,0
8527,no
47259,frisbee
4200,blue
310904,no
36822,watching tv
68882,no
251056,gray
387060,10
76604,3
222029,yes
172068,man
355269,no
43042,oranges
139425,8
375672,no
41583,no
274173,no
119917,daytime
305394,1
288671,ceiling
185397,yes
170750,on
204028,no
202021,no
101266,no
214633,yes
278615,2
325448,1
71317,yes
381277,donuts
5054,yes
332442,on
37708,1
308467,bat
119635,yes
129100,no
139355,green
375243,none
122043,3
27020,yes
353762,yellow and blue
20936,no
118090,none
221586,18
110532,9
345508,gray
242220,1
64206,yes
144843,1
242122,no
369840,yes
133142,20
270659,rock
277927,horse
149836,yellow
96492,no
39705,basketball
44377,yes
315747,cat
240763,no
199512,1
51209,truck
304186,yes
270065,no
9534,yes
161942,no
133662,forward
295268,no
164835,kitchen
195980,red
4616,no
253947,no
334992,yes
20575,yes
221525,3
241745,yes
253220,yes
282701,1
212213,3
156850,no
185711,7
267479,yes
63394,5
10190,red
344897,flowers
42120,no
152537,no
167631,blue
27156,remote
202192,no
3447,yes
303107,stripes
203439,car
152309,dog
206424,2
340698,phone
292150,yes
184028,batting
272751,no
315140,yes
190808,green
167401,house
276849,no
207123,brown
178770,no
358305,white
200006,yes
208774,no
23304,6
142346,yes
67296,0
78508,tv
331760,yes
152088,no
115162,2
235319,yes
278330,yes
105311,no
386186,yes
79880,6
304561,1
290,left
860,black
31980,yes
139895,2
36979,3
281950,18
552,pink
296085,3
262933,yes
62977,no
365202,1
141406,surfing
353724,giraffe
60252,no
363837,yes
53570,surfing
331404,white
82624,water
348783,bench
362219,no
110083,surfboard
262483,decoration
49887,yes
67002,light
218364,yes
196328,milk
203691,1
351930,2
15958,yes
256146,orange
96265,blue
296755,right
69214,right
383750,door
265245,5
211734,yes
76008,palm
196169,silver
171064,horses
322010,black
322035,no
330644,helmet
332124,red
257969,sitting
384948,tray
386283,standing
290577,red
118249,yes
93789,yes
151182,building
184938,no
316919,no
378315,winter
234154,lamp
761,brick
1177,no
338855,yes
165584,breakfast
317440,tennis court
68213,yes
186258,yes
215028,afternoon
56439,yes
284618,no
50557,building
188875,tv
152270,no
306981,trees
110612,female
371301,trees
68861,green
51377,yes
110847,parasailing
198554,no
271153,car
317725,seagull
152007,playing tennis
360738,1
86070,frisbee
235479,bed
346142,skateboard
111738,blue
298333,yes
14040,toothbrush
45102,5
377020,zebras
169083,yes
309546,no
17522,yes
361626,laptop
125183,oak
374508,brown
282590,no
344705,yes
67967,yes
234477,0
37481,yes
36155,red
195055,skis
183308,calm
199944,wii
23549,no
127208,no
260779,yes
222444,white
150553,blue
293270,black and white
154737,no
359905,string
215359,standing
294688,yes
85330,cup
343457,no
255519,yes
275936,gray
368130,yes
388200,0
99499,long
98172,nothing
94187,rice
382926,yes
278342,yes
303669,day
341576,right
194268,no
92438,no
102657,no
74923,cow
276341,blue and white
21871,flowers
130644,no
215611,yes
180813,beach
77115,sandwich
247275,knife
290715,6
371672,tv
215311,9
203807,couch
9070,no
383005,white
18043,blue
117060,yes
290503,no
93513,eating
96649,black
94754,yellow
136063,white
31536,yes
119805,yes
91991,no
88859,yes
267808,yes
99909,yes
323232,no
73392,no
119076,blue
189117,chips
247279,mountain
51194,banana
1471,bat
231379,no
56052,yes
130996,yes
262481,tan
176120,kia
138863,1
326889,yes
350477,green
12740,medium
162299,english
118962,2
110040,camera
268212,yes
69513,road
315592,1
98782,motorcycles
197874,black and white
380109,coffee
111489,no
14787,no
104545,black
302871,yes
89359,no
361391,4
139082,no
207267,1
31293,no
290879,4
224768,no
96896,no
184727,vanilla
219683,grass
138769,solid
232505,clear
21319,yes
159015,meat
287506,tv
322284,dirt
210467,1
125298,car
251201,yes
197867,yes
281603,no
110137,boots
250835,brown
19449,sheep
214885,swan
215495,bike
238457,no
34572,no
263988,white
207588,no
387511,11
237406,no
360990,yes
386744,clock tower
113388,bathroom
198002,pizza
232791,yes
61061,no
362005,yes
26727,no
270057,walk
364063,yes
104636,no
146001,white
226286,white
105716,2
74726,no
280301,yes
183357,yes
169511,skis
144458,yes
326418,1
451,no
66019,yes
153260,2
122349,no
208539,no
86392,yes
257493,stop
212886,microwave
184834,guitar
324137,table
345231,yes
257789,yes
314377,sidewalk
277597,yes
197095,yes
163687,playing wii
363830,yes
263790,yes
376772,no
141305,no
340740,yes
266332,no
250763,giants
103748,tennis
1042,bananas
308239,no
57407,yes
74655,pink
39387,white
253143,no
292051,window
371350,black
150407,no
215555,yellow
346482,tie
352511,no
140290,35
75764,no
252138,wood
183434,mouse
358539,3
83110,soccer
195309,yes
196390,no
360885,surfboard
384352,tan
229939,no
111855,yes
352611,brown
151322,no
67745,yes
369141,no
68702,black
109009,3
25040,kitchen
72005,yes
109718,food
308636,0
115039,3
210582,no
173329,red
187577,brown
258939,building
214592,no
193666,elephant
253154,yes
373273,2
196189,brown
327461,yes
93389,swan
268857,motorcycle
154342,1
277034,skateboard
70259,no
134547,2
295690,breakfast
255972,no
234330,wood
59175,10
71637,7
20163,7
44741,no
41989,yes
213475,cow
357978,microwave
291766,no
230756,cross
106568,oranges
18665,yes
137159,soccer
13613,no
44560,no
289029,no
356404,no
123967,no
263037,in bowl
290674,blue
323693,yes
278254,frisbee
158385,hair
185534,no
216007,headband
162590,living room
319080,5
320979,blue
61401,on left
186513,yes
119837,no
189576,kitchen
380436,white
370936,tennis
350850,ball
351420,yes
153344,no
333354,yes
295519,frisbee
151425,no
333246,no
207506,party
194742,yes
70714,no
160542,yes
246436,yes
168035,no
284026,no
9868,food
222572,fork and knife
287762,yes
207417,no
73533,fork
202163,no
385276,zebra
129110,yes
175946,no
372885,calm
240734,1
310128,yes
279157,tennis
244245,green beans
275727,stripes
375773,round
103026,no
152379,surfing
222811,yes
19958,stone
44782,no
119804,yes
381315,apartment
262129,no
17139,black and white
261643,in bowl
354448,1
141798,yes
79707,yes
384726,red and white
4718,low
302114,yes
59179,no
376548,stone
302824,sky
330077,yes
351156,fishing
377692,fan
276927,yes
101354,boat
205207,rice
303957,blonde
240164,white
231512,no
102262,5
358935,no
214867,red
216513,yes
304010,yes
314966,yes
188500,standing
48731,no
70291,swimming
4340,apples
207987,1
118440,yes
346842,electricity
290875,dirty
368720,no
367451,no
123516,1
327296,snowboard
173746,tile
16560,1
110969,no
376880,yes
156252,left
338189,yes
283342,white
285218,black
258516,concrete
355794,vertical
166826,market
270132,no
104931,frisbee
59977,no
115517,2
129257,nothing
63564,plaid
62335,no
267235,1
309654,skiing
327677,no
141636,no
301746,male
266104,yes
190586,no
286081,small
174711,yes
173933,no
69726,no
341130,yes
187272,double decker
369835,no
172121,yes
217745,blue
165375,yes
32286,brown
219979,no
276389,yes
42536,yes
329079,cross country
297331,no
39384,yellow
282851,africa
226462,no
268853,yes
74843,sleeping
221723,yes
339544,ocean
265080,shower
105364,white
120357,10
277460,2
239297,german
138054,yes
333065,no
78649,vase
132855,up
168280,no
184622,yes
152515,0
65196,no
24959,catching frisbee
108505,2
387320,purple
84114,skis
346397,male
385479,yes
255305,dog
242070,yes
322270,living room
20191,umbrella
148347,2
75592,3
276981,no
291280,orange
204427,yes
193059,no
170854,white
143941,1
202517,outside
199874,no
158564,yes
116359,no
5492,0
323482,sitting
105747,8
336185,7
256246,shoes
66219,no
260769,1
1722,brown
17942,black
185426,no
100351,no
350139,no
212848,lot
12952,yes
289143,yes
142463,no
156358,no
89547,yes
52685,2
278554,1
41001,0
309495,yes
237309,no
157562,yes
189894,3
360404,sheep
241198,street
96219,left
273862,yes
55652,yes
173740,birthday
339924,kite
89932,red
79351,yes
42281,blue
13736,bathroom
284249,brown
154655,3
119937,plant
365347,yes
184454,gray
203643,2
89217,apples
384869,no
9642,yes
107399,no
355911,no
321973,pizza
177793,2
253442,yes
260966,2
211978,yes
230093,frisbee
81438,no
230684,yes
22254,yes
209109,22
10518,no
387036,sidewalk
3498,yes
373202,yes
16833,yes
189441,no
161339,ski poles
376052,yes
123116,harley
288750,yes
253874,snowboard
256477,yes
363677,4
384905,no
272047,surfing
137449,fall
129213,grass
96849,catcher
312148,yes
266634,3
277755,no
233354,1
338731,cheese
42706,no
111316,teddy bear
272930,yes
376708,yes
55448,yes
349665,right
210386,yes
287136,sand
374190,plate
72649,no
239185,yes
237039,no
373235,nothing
57203,no
175010,no
368635,no
217585,no
369760,yes
76752,3
331591,cat
35571,no
231620,yes
123574,cat
315750,yes
34902,1
328644,white
160756,no
80195,no
213943,skateboarding
348472,black
281048,blue and yellow
382453,white
117129,yes
86884,suitcase
357769,1
67656,water
181214,yes
31772,7
331704,chinese
121915,english
76086,yes
53168,no
344638,yes
224356,yes
155299,cow
235662,no
252565,cat
369488,yes
17945,red
119123,table
209962,yes
183334,red
208162,yes
50615,tomato
186638,no
286195,no
221692,bread
28787,yes
152157,yes
346653,red and white
12669,wilson
204298,lots
53639,big
249444,yes
47754,6
170961,yes
131869,no
259555,3
258558,orange
101688,no
100477,no
249369,yes
117715,standing
95909,no
254745,no
33779,no
170097,wii
141142,yes
385668,no
44561,palm
97292,yes
378575,sugar
192064,skiing
117177,white
227502,10
42018,15
175862,yes
93019,red
55131,0
128595,oven
35587,cigarette
155126,no
216622,blue
102409,no
18262,4
182748,green
210575,5
123405,kitchen
367305,2
34070,yes
129222,frisbee
52340,paper
70500,city
49504,water
309272,couch
75066,1
63948,yes
167708,no
182371,german shepherd
63815,apple
267357,yes
329686,black
367791,keyboard
172443,headphones
344450,country
74229,no
285215,cold
204157,18
179009,grass
54986,no
274557,morning
279818,elephant
373191,yes
126164,yes
67983,1
347367,no
326180,8
38639,no
355127,jet
36241,kite
237071,2
74674,umbrellas
378283,yes
171571,glasses
94148,paper
344606,yes
334233,chef
17660,school
127710,cake
265811,bears
146362,yes
37210,no
186955,green
244867,yes
337606,yes
17414,black
304707,no
388241,no
303272,yes
197480,1
149030,yes
196913,tennis
56480,silver
273407,3
207701,summer
117441,no
333888,yes
160567,yes
108659,yes
28821,no
365770,snow
293391,1
187858,no
309309,no
174943,yes
60690,right
346088,yes
165672,wii
305532,surfboard
220709,no
305815,no
191718,kite
212730,yes
373534,blue
61353,no
190855,yes
345320,2
180059,2
143285,black
207037,no
52191,no
198482,horse
53662,white
342096,yes
336333,skateboards
50262,dark
73180,no
78655,wall
281560,blue
62306,no
311329,no
228997,no
64430,no
243414,window
210792,purple
250942,umbrella
287159,black
366208,wood
220482,45
185229,yes
89471,brown
110866,2
87009,yes
206217,29
68743,buildings
334514,no
112784,wilson
347702,umbrella
196058,blue
301912,no
144661,yes
311967,no
214326,nothing
352524,street
273795,1
164097,0
76629,yes
101349,tennis
251790,black
355211,counter
24941,no
126682,no
262082,blonde
197968,ocean
161172,grass
163890,1
167696,blue
198547,no
266380,100
40023,2
302203,yes
166308,green
306167,no
220389,yes
6531,no
154147,no
312653,no
369472,red and yellow
368212,blue
264161,apples
127987,tennis
47182,branch
47083,yes
290105,yes
285259,motorcycles
251267,woman
180907,green
177980,no
345881,shoes
84943,umbrellas
36131,0
194802,no
7472,white
244852,gray
140487,tulips
267238,yes
228802,frisbee
367471,toilet
243291,9
48754,waiting
361694,3
341987,white and brown
74667,red
357508,1
76167,up
36388,no
355910,3
256537,white
307618,wood
62546,gray
40916,no
245907,yes
97157,yes
387086,yes
11801,black
266981,yellow
165534,no
227212,yes
295434,forward
183468,yes
26111,yes
76427,water
124128,trees
9946,no
274425,bathroom
253156,roses
238344,no
57824,yes
196690,no
164230,green
340879,yes
108609,yes
2539,standing
55700,3
109478,no
357752,canada
122863,door
208834,yes
213423,yes
319307,yes
243362,red
303986,none
276243,nothing
195953,no
9775,boat
184933,no
250669,no
243769,blue
379322,floor
213803,1
57210,tree
243481,yes
267729,yes
349890,snowboarding
23536,yes
156374,towel
221070,right
340924,left
58990,beige
255055,yes
38392,yes
154499,yes
263155,no
351911,no
194396,skateboard
377494,no
114177,yes
184918,yes
182922,yes
166169,playing
156248,breakfast
279552,1
44863,no
13763,yes
147139,yes
4991,brown
364888,yes
351105,30
254192,no
362080,yes
339775,english
175666,plain
153594,no
216850,no
107930,no
22247,yes
35925,3
338975,no
10322,yes
8203,yes
76668,no
276022,yes
133425,3
130263,no
315427,black
54470,yes
329514,tan
323904,no
384219,no
112436,yes
208436,camera
116107,pizza
235814,no
222584,0
197675,wilson
331544,giraffe
251917,palm
192644,yes
205219,game
329402,6
342797,10
279052,9
361673,9
109777,no
336234,motorcycle
71121,kite
201744,yes
80221,white
265678,green
252146,white
176113,white
298421,bat
38488,green
67278,yes
72209,yes
182241,yes
13950,kite
201704,white
101119,wetsuit
54740,balance
143857,silver
68517,orange
216402,tulips
49217,blue
126775,no
85263,sitting
325262,2
39440,hands
172037,nothing
247448,black
63452,skateboard
293478,yes
122766,lot
59529,no
377798,no
4804,birthday
28337,yes
35241,fake
187708,no
252236,yes
338971,bun
24394,hat
6387,2
235881,birthday
303273,no
179383,table
290414,snow
40452,crane
110760,phone
71504,yellow
16722,cows
135258,yes
334726,0
150170,no
126518,no
45820,brown
270318,dell
94385,glass
146540,yes
190125,brown
284909,clear
93104,no
178065,summer
385464,4
127067,no
287204,plane
79712,yes
308546,yes
5378,resting
6775,up
162054,5
134590,no
15930,no
43654,no
93434,bathroom
56327,yellow
326802,no
38541,yes
80266,no
355583,skateboard
217022,yes
270796,4
299459,many
167517,no
262749,square
197505,hat
16010,yes
103245,blue
305459,yes
356389,horse
14075,yes
123296,white
289307,no
226560,yes
323300,summer
181495,yes
14853,round
274693,kitchen
376792,no
144245,chicken
184086,yes
286199,2
237497,yes
215716,inside
116958,yes
289777,yes
151772,brown
88855,no
342679,yes
99427,no
109796,no
307998,yes
184821,red
222088,black
277563,0
76803,yes
113949,white
337066,no
150160,yes
11325,yes
224800,no
206811,pizza
15316,night
362837,beef
123556,no
210994,blue
41284,50
294524,jeans
72246,toast
206930,2
117201,full
76197,white
266008,no
294411,5
284857,man
214816,no
277790,no
139199,no
101383,no
88499,little
88719,no
237648,girl
337651,yes
243533,garage
240957,living room
327694,no
385391,soccer
123935,white
30697,no
170780,no
40522,no
208889,yes
5334,3
261121,no
27841,yes
265399,frisbee
175768,teddy bear
312013,no
74070,green
257177,no
260895,outside
133286,yes
254423,7
45318,mountains
354329,no
73654,nike
92469,garage
238750,no
349055,yes
150678,4
272849,teddy bear
35017,cloudy
349898,eating
43406,yes
72372,yes
204793,right
295613,pepperoni
217405,yes
245131,yes
31051,yes
134928,flag
11629,out
286840,red
300292,2
101471,no
339373,yes
115137,2
235910,vase
211139,5
273132,black
70514,blue
192792,no
356335,woman
131172,green
75593,apple
256097,blue
310139,no
340039,living room
301063,walking
23838,bathroom
136475,yes
157855,no
171566,yellow
16396,0
232816,yes
281782,no
321096,1
109620,black
33152,no
33435,1
94096,red
312630,bike
244002,gray
300780,kites
290678,5
53077,male
118296,blue
70160,no
382220,no
195174,no
156651,no
243543,no
84170,white
370204,cat
375535,10
327251,blue
207156,no
34734,no
169461,brown
364287,yes
17428,yes
94047,cars
68089,green
141940,bowling
53409,no
52214,no
360401,surfing
3062,north
75043,frisbee
96108,no
149115,yes
222675,red
381782,yes
260195,left
301585,purple
242763,red
210116,breakfast
382327,yes
124045,woman
199795,no
30070,frisbee
143894,yellow
231535,all
49229,no
375641,2
359057,yes
48419,yes
274372,oak
275109,yes
46939,wii
331974,zebras
200473,no
325973,horses
261522,road
87095,no
231437,yes
294481,no
148278,apple
322878,30
329644,yes
333082,yes
325533,no
96589,asphalt
271300,black
85877,yes
88560,1
179715,white
244470,yes
277884,yes
132762,polar
74398,gothic
83554,wire
209402,yes
284629,no
50581,hello kitty
263269,no
273775,yes
92816,donut
16550,soccer
201696,pink
281728,no
285235,bear
110159,zebra
89461,breakfast
58565,juice
120456,tile
41767,no
193381,purple
250766,water
111141,yes
224420,banana
143477,flower
56035,green
302417,large
286021,yes
83489,purple
148413,no
23115,no
189968,no
22791,orange
205573,yes
213752,3
380501,no
98099,no
227748,brown
26649,yes
285526,20
381065,blue
101245,donuts
108747,1
319292,no
100361,stone
44183,floor
29974,yes
361186,yes
193948,2
228934,no
64546,farm
253134,3
264622,no
137711,no
129613,laptop
56714,2
202672,yes
149479,11
165233,4
84147,yes
68495,red and white
384862,no
364208,girl
266070,no
303350,surfboard
373862,white
78871,1
238092,no
228749,yes
118529,yes
97143,no
205495,no
234074,cotton
32800,black
168801,red
57465,no
177886,woman
241372,yes
342634,5
139352,yes
195915,yes
174106,camera
48554,photographer
157922,yes
4902,no
315016,tree
243429,pink
318342,2
36123,no
189726,no
83956,yes
338447,yes
371358,yes
367096,no
385132,new york
382781,no
306946,3
89399,surfboard
78405,male
228663,yes
102599,yes
193171,no
241832,yes
40459,crane
77313,1
111248,yellow and white
315735,snowboard
120069,overcast
52097,building
381076,salad
1207,yes
370186,no
139598,white
346403,black
112451,white
383427,yes
9676,8
379349,1
355823,vegetables
170655,motorcycles
199623,20
152350,red
60874,no
161711,red
198849,traffic
369078,no
379021,yes
155117,yes
135442,no
283041,banana
194637,yes
116382,flowers
69098,yes
361972,couch
251958,happy
360390,2
354349,bus
192023,cake
162135,3
225993,red
137867,yes
10856,apple
285951,3
240209,yes
146441,10
58527,green
345625,no
195757,0
145939,brown
3909,blue
166449,walking
70272,no
221443,1
226236,headband
74385,2
342340,no
147511,brown
185333,no
290166,3
279649,no
64366,skate park
9185,yes
46642,1
348632,no
222127,yes
28185,boat
292390,white
15009,200
174606,tennis
314689,strawberry
112355,flowers
363526,no
387907,brown
136677,0
45602,no
238860,tennis
105317,silver
253831,double decker
344707,night
148028,2
382585,no
118409,no
178841,yes
154534,banana
8086,no
224876,no
314073,yes
200839,white
184698,ball
323458,yes
53565,right
233543,kitchen
191883,no
378858,4
312178,bed
307428,no
143538,blue
40765,red
68858,yellow
199613,dogs
165391,no
249983,no
311358,chair
291196,watching tv
61969,snow
200349,no
210419,3
321567,no
45995,right
247,butter
207796,black
151882,3
190028,1
10004,brown and white
130731,yes
380810,christmas
341235,3
141628,no
351374,surfing
218530,pork
168115,yes
194798,no
154837,black
17762,no
107385,6
366782,white
199939,no
377216,no
158736,kite flying
368164,yes
296628,playing wii
158691,elephant
142223,yellow
157400,cat
7430,sitting
72353,reading
133918,nothing
173021,toilet
137011,3
79297,surfboards
142184,9
211945,yes
64702,couch
237879,toy
90236,yes
294545,public
96320,2
233367,yes
238713,no
116558,no
349835,yes
126201,no
296970,yes
110947,yes
167170,0
203676,fall
32205,yes
260462,yes
46809,1
232548,yes
193684,laying down
10112,3
2479,0
69305,yes
325144,long
230481,yellow
271055,yes
375099,no
7943,yes
202587,sidewalk
367301,fruit
304324,no
194547,couch
128801,1
177503,blue
103010,yes
283635,3
81119,yes
274801,0
148610,2
98328,fence
190922,1
342650,2
197983,1
370329,yes
375299,brushing teeth
165127,yes
280931,brushing teeth
288155,red
339498,thin
318,no
114369,bottles
145024,yes
308822,yes
13348,yes
335752,skateboarding
61913,no
297420,stop
123476,wii
188912,no
307904,apple
190185,very
357539,standing
159270,no one
325849,white
98343,sneakers
158607,yes
262041,yes
168774,skiing
197682,1
165211,yes
113868,yes
1076,red
171656,bar
196896,happy
306774,clock tower
58859,5
189310,yes
134564,chocolate
141257,yes
261697,airplane
144603,no
348074,yes
212282,yes
241575,no
253043,no
191686,dirt
95406,siamese
334647,on wall
195619,10
269805,no
69915,no
278695,india
388246,yes
231224,hp
130171,white
83574,no
275196,adult
87420,no
90585,3
264966,no
183456,nothing
155846,red
126473,green
219547,3
382595,skis
359950,yes
349344,black
189608,motorcycle
5699,red
48105,picture
348134,yes
86069,pizza
266984,baseball
383684,bus
69551,halloween
61645,no
220595,no
282244,many
58896,2
94356,outside
311827,yes
236932,no
263509,black
198250,yellow
123297,gray
206145,white
41530,3
279116,2
310573,yes
14559,yes
275834,parking lot
200130,protection
280208,black
240222,yes
138333,hay
353058,bird
65123,yes
136116,tile
385660,yes
13369,umbrella
332422,no
209965,office
99354,yes
180875,police
73528,no
79486,chips
140909,yes
60112,no
244951,airplane
267527,elephant
336233,white and red
105094,1
261272,cow
249416,2
34758,gray
23855,yes
181155,1
112848,yes
87464,no
109429,yes
369083,yes
8255,strawberries
184721,no
141110,flower
25294,no
137293,yes
193365,4
122359,yes
318629,fall
67696,no
321576,bathroom
126193,no
13319,3
54890,yes
153010,yes
343600,1
127162,yes
70459,nothing
161754,no
375805,pizza
222445,yes
215148,tv
156319,bear
91354,yes
96123,no
178295,yes
329537,no
270467,yes
29681,no
260360,3
351926,soap
117183,yes
204278,crosswalk
85398,beer
221916,male
365399,no
118763,no
32456,yes
176589,yes
222670,yes
267131,resting
43953,umbrella
236896,hat
44310,forward
196948,yes
178512,brick
1420,no
82158,no
366449,dusk
360661,black and white
305924,yes
183359,no
247881,yes
285697,stripes
294331,human
169271,yes
270817,yes
36087,pizza
375176,yes
21990,no
32894,asia
59895,no
183535,yes
243783,3
319138,white
51998,yes
183517,white
32208,yes
63872,meat
166247,no
117456,blue
112613,snow
351590,yes
154256,yes
103101,window
29469,no
243571,subway
372607,yes
40615,yes
135496,0
343240,pizza
344263,no
201168,candles
84300,white
21294,orange
172076,no
34120,2 feet
386036,silver
337740,phone
306438,2
211846,yes
292290,no
49645,no
274249,yes
110295,2
73247,away
244985,2
277119,baseball
90217,10
302043,5
77481,yellow
147863,yes
296857,orange
104794,yes
164408,morning
27386,surfing
8048,brown
244372,no
129447,yes
182248,20
42154,no
124908,none
276625,surfing
63571,yes
3846,2
55267,9
160373,yes
17798,left
224673,no
339846,yes
311968,chips
248583,yellow
27005,broccoli
34253,oil
